# id:20-2400--180
0,408.02265050318
1,242.92200471244
2,254.61241521345
3,206.66123915143
4,309.39542776154
5,360.09887208833
6,216.97785469848
7,308.16744378467
8,50.978983550159
9,-96.352767923202
10,-180.69066530282
11,189.83631092159
12,205.11481202869
13,356.39793517062
14,-161.07028308919
15,79.76684887837
16,6.4943943566615
17,-56.403861306947
18,-242.41121598105
19,-541.1166681661
20,-154.43072330945
21,-171.84132988231
22,113.23267293038
23,-352.93450663107
24,74.733493488352
25,-229.13028358395
26,-294.01571659839
27,-40.693326038069
28,-179.60016676011
29,29.879491773023
30,-195.49750400751
31,23.473788051185
32,-446.64636100047
33,-118.74160041478
34,-87.16473322395
35,-8.0475685406577
36,-333.062226231
37,-488.2959708108
38,-191.3675758217
39,-255.1991353116
40,-231.40320594906
41,31.487017755523
42,-271.04176322443
43,-184.50302743004
44,-244.26444483308
45,-170.52698528043
46,-238.83989439766
47,-265.80396394905
48,-847.6433506014
49,-527.21554309477
50,-60.270399706612
51,-660.86730967463
52,-268.5601167115
53,-204.34044844366
54,-182.36513375311
55,-386.47676043921
56,-253.40360105881
57,-301.98611901345
58,-518.69207722451
59,-526.94892519838
60,-460.78148191221
61,-539.13653374672
62,-66.337811914276
63,-358.42250932624
64,-465.30834427505
65,-239.86833758724
66,-535.90159037419
67,-332.28601629904
68,-209.03699886961
69,-371.99883174648
70,-552.61092230944
71,-401.47329283569
72,-310.63231923007
73,-693.26295865033
74,-386.92135985959
75,-339.37842485218
76,-573.68255716929
77,-319.99516348133
78,-699.83746962853
79,-708.43327331639
80,-755.32100318787
81,-187.37451349683
82,-494.96299871319
83,-386.82353096917
84,-180.1492111841
85,-674.96688953203
86,-921.81950618153
87,-701.63869943044
88,-770.24922155502
89,-528.61061701554
90,-822.47857093706
91,-672.30480362329
92,-854.89065962924
93,-649.08398833275
94,-967.20334373681
95,-665.99151854812
96,-703.74619813643
97,-813.59010689461
98,-802.19647173984
99,-885.3265797571
100,-871.08621867541
101,-490.30602672321
102,-1130.0027098893
103,-699.9268751097
104,-653.45094126115
105,-815.1296493972
106,-963.21418976657
107,-571.4579235349
108,-698.84110484195
109,-868.76225405966
110,-763.22134965449
111,-1113.8050749165
112,-846.93489757889
113,-934.68256465266
114,-813.58435124883
115,-795.36786688432
116,-926.68441612744
117,-1230.9189106516
118,-694.99340358699
119,-529.30152747359
120,-889.59522236074
121,-1252.7700487551
122,-885.53021945207
123,-767.27021279987
124,-924.68803856793
125,-1388.1037333819
126,-1075.0736600979
127,-356.70448034073
128,-1043.2258935237
129,-1158.4522055668
130,-1072.9953329922
131,-865.3235394919
132,-1045.6145727831
133,-1154.3468339255
134,-930.99967689782
135,-1040.9013428051
136,-1244.2731069418
137,-1178.8460969844
138,-714.83659527297
139,-1448.0778045812
140,-1161.2242409949
141,-760.62655305394
142,-979.56167653829
143,-1222.8508003105
144,-884.84349176421
145,-1238.7548666591
146,-892.73016140072
147,-1117.3188786382
148,-1104.3971193089
149,-1444.2870584839
150,-793.42953589513
151,-1027.5389168187
152,-1431.9963959143
153,-1044.4455085742
154,-1061.4940712334
155,-1511.6227871741
156,-1067.3974209959
157,-1143.0217159157
158,-1433.5878456139
159,-1435.9786041565
160,-1876.0823395089
161,-1213.2856547737
162,-1427.1085445203
163,-1381.9849214271
164,-1371.5147118662
165,-1283.0485946759
166,-1013.1058649861
167,-1537.2785878223
168,-1522.5849961695
169,-1531.4389734167
170,-1508.3388224924
171,-1250.8566410357
172,-1263.3276515682
173,-1298.2701819763
174,-1538.5228993081
175,-1529.6305817649
176,-1602.9464380068
177,-1279.0677540863
178,-1527.2339767064
179,-1864.3173027192
180,-1431.0428302846
181,-1468.8921190271
182,-1491.125490909
183,-1442.7776750112
184,-1583.7761907215
185,-1472.5071598837
186,-1755.4266799246
187,-1586.4772200596
188,-2275.3809808045
189,-1639.7485711035
190,-1685.7138419448
191,-1424.7033311405
192,-1552.8430648123
193,-1339.4443092566
194,-1917.4479512328
195,-1493.2414304605
196,-1629.856629007
197,-1808.8866362607
198,-1217.9685335588
199,-1851.6790518991
200,-1589.6929339104
201,-1615.0737534677
202,-1695.923444273
203,-1712.5876679839
204,-1833.9270461882
205,-2032.8431618206
206,-1826.8230521093
207,-1335.2684715946
208,-2085.2338372526
209,-1752.2077361242
210,-2060.0115515795
211,-1708.0182575802
212,-1781.0336816569
213,-1894.4947222143
214,-1755.7982497385
215,-1661.6902040913
216,-2041.3608763008
217,-2057.6246124075
218,-1581.3944659988
219,-2078.7809028231
220,-1680.1536869142
221,-1639.330687179
222,-1890.1660019377
223,-1957.4153784432
224,-2192.1132732379
225,-1615.5307398959
226,-1994.9539237314
227,-2067.479859129
228,-1703.0691373035
229,-1777.7175134385
230,-1924.1951912621
231,-1816.2379802934
232,-2043.8718399862
233,-1756.98790623
234,-1994.636449948
235,-1797.5482987628
236,-1809.8982370546
237,-1942.7098449813
238,-2006.5370880738
239,-2208.6720631465
240,-2381.5099979434
